username,message_content,mentions,channel_name,time_stamp
k3nn.eth,"talentDAO will surely be an example. But NFTs, tokens, and staking are part of the core of blockchain utility. So most if not all DAOs will leverage them in some ways. For other kinds of projects though I would encourage you to explore the DeSci ecosystem. I think it’s also important to highlight that for many DAOs a core value is to escape from trad corporate culture. Especially in todays environment where the speed at which one is required to ship something has increased rapidly over the years [related to the wage productivity gap—see www.wtfhappenedin1971.com]. People are tired of being overworked and underpaid, and DAOs will move at a slower pace for that reason in addition to reasons of decentralized leadership. That’s not to say that DAOs can’t move at a fast pace, but generally my experience is that people in DAOs are involved in many things and being full-time DAO is more uncommon than not. But we’ll see how that changes over the years. Anyway, if this is what your curious about, you’ve joined the right DAO. talentDAO is all about researching and educating on the decentralized future of work!",,🌈general,"01/21/2022, 19:28:00"
k3nn.eth,^^same. I’m available but I don’t think we talked about how it works.,,talentdao,"01/21/2022, 19:33:04"
k3nn.eth,This would be cool. Let’s leverage notion forms for this. ItamarGo#1996 had mentioned them before. The research questions can be instantly added to our notion,"ItamarGo, Nemo-phd",🖥website,"01/21/2022, 19:34:15"
k3nn.eth,I have a conflict today so I’m gonna miss the sales call unfortunately. But I should be able to tag up right before bc that’s my lunch break,,talentdao,"01/21/2022, 19:41:57"
k3nn.eth,Ok one sec,,talentdao,"01/21/2022, 21:03:26"
k3nn.eth,Nah doesn’t let me,,talentdao,"01/21/2022, 21:03:55"
k3nn.eth,Wait this is weird,,talentdao,"01/21/2022, 21:04:56"
k3nn.eth,,,talentdao,"01/21/2022, 21:05:42"
k3nn.eth,actually now it doesnt show any transactions,,talentdao,"01/21/2022, 21:06:15"
k3nn.eth,,,talentdao,"01/21/2022, 21:06:48"
k3nn.eth,For now need to be invited to Edit or use talentDAO gmail,,📩comp-structure-perceptions-study,"01/21/2022, 21:16:13"
k3nn.eth,Link is comment access,,📩comp-structure-perceptions-study,"01/21/2022, 21:16:27"
k3nn.eth,Also have not had a chance to put the data in the tDAO drive yet,,📩comp-structure-perceptions-study,"01/21/2022, 21:16:42"
k3nn.eth,Yeah something weird happened with our account but Blockpusher_J#3137 is getting it fixed. Happy to do another session on colab specific to this. You can save colab files right to GitHub which is rlly nice,Blockpusher_J,📩comp-structure-perceptions-study,"01/21/2022, 21:31:26"
k3nn.eth,I’ve been chipping away at it since u first mentioned it. Fantastic content,,💡ideation,"01/21/2022, 22:10:24"
k3nn.eth,Fwiw there are lots of debates on this so I would hesitate around sounding too convicted bc many people disagree. If u frame this as more of a symptom then a cause tho I do think it reinforces our thesis,saulthorin,🎯general,"01/21/2022, 22:16:32"
k3nn.eth,A good thread on it from David Perell: https://twitter.com/david_perell/status/1220223181836947459?s=21,,🎯general,"01/21/2022, 22:19:09"
k3nn.eth,Just added the data. Running all so it shows outputs when you view the link,,📩comp-structure-perceptions-study,"01/21/2022, 23:44:39"
k3nn.eth,Cool update from the clarity team. Bounty/payment integrations: https://twitter.com/clarityteams/status/1484616410110169088?s=21,,📑all-things-dao,"01/22/2022, 00:23:37"
k3nn.eth,getting some errors in the variable rename section <@!713430239690096671>,Nemo-phd,📩comp-structure-perceptions-study,"01/22/2022, 00:28:22"
k3nn.eth,It’s possible yeah. Or something with my copy pasting into colab,,📩comp-structure-perceptions-study,"01/22/2022, 00:31:03"
k3nn.eth,I won’t have a whole lot of time to look at it tonight but I’ll have availability tomorrow and Sunday morning to look at this together. If all else fails I will teach you guys how to use git and we will push r notebooks to our GitHub so that we can have it open that way. Colab is obviously a bit more user friendly haha,,📩comp-structure-perceptions-study,"01/22/2022, 00:32:08"
k3nn.eth,"Yup that’s always possible. Colab has its own environment dependencies as well, and, at least with python, certain packages sometimes need to be loaded with a specific version.",,📩comp-structure-perceptions-study,"01/22/2022, 00:35:55"
k3nn.eth,fixed it,,📩comp-structure-perceptions-study,"01/22/2022, 00:51:02"
k3nn.eth,I didn't update the variable name to data when I pulled in the file,,📩comp-structure-perceptions-study,"01/22/2022, 00:51:31"
k3nn.eth,dplyr loaded now but there are some conflicts. Not sure they will matter tho,,📩comp-structure-perceptions-study,"01/22/2022, 00:52:32"
k3nn.eth,Ok making progress. Everything working down to research Q2. The t-tests are throwing errors,,📩comp-structure-perceptions-study,"01/22/2022, 00:54:10"
k3nn.eth,,,📩comp-structure-perceptions-study,"01/22/2022, 00:54:40"
k3nn.eth,whats your email,,📩comp-structure-perceptions-study,"01/22/2022, 00:57:21"
k3nn.eth,I will add you so you can be on your own account,,📩comp-structure-perceptions-study,"01/22/2022, 00:57:28"
k3nn.eth,but tDAO email will work as well,,📩comp-structure-perceptions-study,"01/22/2022, 00:57:38"
k3nn.eth,"everything works except the t-tests above and the demographic differences cell at the bottom is throwing an error, but looks like we're still getting outputs",,📩comp-structure-perceptions-study,"01/22/2022, 00:58:58"
k3nn.eth,"Just an fyi, you may actually have to be in the tdao account to use the data. We're pulling it through the talentDAO google drive currently. If your using your own account, download the file nemo sent, add it to a folder in your drive called 'DATA' and match the file name to what we currently have in there and it should run",,📩comp-structure-perceptions-study,"01/22/2022, 01:04:01"
k3nn.eth,When you do it there will be a prompt in the setup that tells you to click a link. You'll need to do that to give the tidyverse API access to your google drive,,📩comp-structure-perceptions-study,"01/22/2022, 01:04:38"
k3nn.eth,you just accept access and then it gives you a code to enter in colab. Plug it in and press enter and everything else should be good to go,,📩comp-structure-perceptions-study,"01/22/2022, 01:05:08"
k3nn.eth,I'll be on and off my computer (more off than on) for the remainder of the night. I'll check for your email to add you periodically.,,📩comp-structure-perceptions-study,"01/22/2022, 01:05:32"
k3nn.eth,Gm,,🌞gm,"01/22/2022, 16:30:44"
k3nn.eth,Agreed with <@!713430239690096671> ! What kind of data science work do you do?,"knubbe.eth, Nemo-phd",👋introduction,"01/22/2022, 17:30:26"
k3nn.eth,"Yeah I would imagine they would want to build their own L2, but not sure bc of they trouble they previously had with libra.",sherifoz,🏄random,"01/23/2022, 16:52:26"
k3nn.eth,Depends on their arrogance levels probably 😂,saulthorin,🏄random,"01/23/2022, 17:25:41"
k3nn.eth,Same. I prefer it. You probably won’t see me using their platform if I have to bridge eth to do so,saulthorin,🏄random,"01/23/2022, 17:28:02"
k3nn.eth,We’re picking up a lot of new people this is great,,talentdao,"01/23/2022, 17:48:16"
k3nn.eth,And more active conversations going,,talentdao,"01/23/2022, 17:48:27"
k3nn.eth,I think it’s worth touching on onboarding at the next town hall,,talentdao,"01/23/2022, 17:48:48"
k3nn.eth,With a little planning we can start being a lot more productive with the help of these new potential contributors,,talentdao,"01/23/2022, 17:50:26"
k3nn.eth,Welcome!,,talentdao,"01/23/2022, 19:44:13"
k3nn.eth,A promising looking new tool for scientific publishing w/ code: https://quarto.org/,,🔬open-science,"01/24/2022, 00:32:27"
k3nn.eth,"Visually it looks great, and apparently supports vscode, Rstudio, jupyter, marplotlib",,🔬open-science,"01/24/2022, 00:33:36"
k3nn.eth,"Final output choice in html, word, or pdf. Built in presentation builder 🤯",,🔬open-science,"01/24/2022, 00:38:50"
k3nn.eth,https://quarto.org/docs/gallery/,,🔬open-science,"01/24/2022, 00:39:10"
k3nn.eth,cc: <@!713430239690096671> <@!738846173678403624>,"profburns, Nemo-phd",🔬open-science,"01/24/2022, 00:43:28"
k3nn.eth,btw this is all open source... JODW integration???,,🔬open-science,"01/24/2022, 00:45:42"
k3nn.eth,🤔,,🔬open-science,"01/24/2022, 00:47:02"
k3nn.eth,I just downloaded it. Going to try to give it a spin first to get a better opinion on it but will do,,🔬open-science,"01/24/2022, 01:36:46"
k3nn.eth,"was able to very quickly and easily render the ipynb file from the pay stability study as html using their CLI tool. These outputs are really nice. Its a little messy now, but I can see how one could produce a really nice document with this.",,🔬open-science,"01/24/2022, 01:46:01"
k3nn.eth,"It does seem like that this would allow us to accept any notebook/markdown filetype and render as PDF or HTML automatically, so PDF/HTML are the only filetypes we need to render on our end",,🔬open-science,"01/24/2022, 01:48:36"
k3nn.eth,"<@!431713044075118593> <@!126094232678170624> check out Quarto. Allows you to render any markdown/notebook type file into pdf, html, doc, and more. Could be a way we accept notebook files but render in pdf on the front end. I just tested out their CLI tool and its just a couple commands to render a file: https://quarto.org/","dsine, Lelouch",development-team,"01/24/2022, 01:50:28"
k3nn.eth,Congrats! And thanks for sharing this with us! Wishing you the best of luck through this journey. Will all be here rooting for you along the way! 🙂,saulthorin,talentdao,"01/24/2022, 06:21:33"
k3nn.eth,https://twitter.com/xquainthemoon/status/1482838043123806209?s=21,,❤network-health,"01/24/2022, 15:21:18"
k3nn.eth,Agreed. Getting the discord data into these will be really cool. And then layering in community psychometrics should be really insightful 🤓,,❤network-health,"01/24/2022, 17:05:39"
k3nn.eth,Agreed! Maybe some synergies there we could work together on something,saulthorin,❤network-health,"01/24/2022, 17:07:07"
k3nn.eth,"Hello @here I'm working to get our Research Study Notion pages finalized and **I NEED YOUR HELP!** 

Right now pay stability is the most finalized out of our 5 current studies. Here is the link to access the Pay Stability Notion page: https://www.notion.so/talentdao/Pay-Stability-f504d63b19ab4ce5baba00b89d09af07

Right now the page access allows comments only. Feel free to make comments on anything you think should be changed. I will keep this on for the remainder of the week. I will also turn on editing access upon request. Just tag me here and I will turn it on for you. Let's get these research study overviews finalized so people can get a good sense of the things we are currently working on.

Thanks!",,📩comp-structure-perceptions-study,"01/24/2022, 17:33:01"
k3nn.eth,"Hello <#918000100624695296> I'm working to get our Research Study Notion pages finalized and I NEED YOUR HELP! 

Right now DAOnboarding is one of the least finished out of our 5 current studies. Here is the link to access the DAOnboarding Notion page: https://talentdao.notion.site/DAOnboarding-7d106cd08a3c449bb5f04032b9fd7e34

Right now the page access allows comments and edits. Feel free to make comments on anything you think should be changed or make edits directly. I will keep this on for the remainder of the week.

Let's get these research study overviews finalized so people can get a good sense of the things we are currently working on!

For a starting reference on what these pages should look like, please refer to the Pay Stability Study Page: https://talentdao.notion.site/Pay-Stability-f504d63b19ab4ce5baba00b89d09af07

We don't need to go in as much detail as we did with Pay Stability. But at minimum, I would like to have the Purpose of the study, Goals/Key Outcomes, and Status. Everything else is just a nice to have for now.

Thanks!",,🦺onboarding_study,"01/24/2022, 17:37:37"
k3nn.eth,"Hello <#896093466709336084>, I'm working to get our Research Study Notion pages finalized and **I NEED YOUR HELP!**

Currently DAOversity only has a few points on the page. Here is the link to access the DAOversity Notion page: https://talentdao.notion.site/DAOversity-975132a644d142df914bdad6f006399a

Right now the page access allows comments and edits. Feel free to make comments on anything you think should be changed or make edits directly. I will keep this on for the remainder of the week.

Let's get these research study overviews finalized so people can get a good sense of the things we are currently working on!

For a starting reference on what these pages should look like, please refer to the Pay Stability Study Page: https://talentdao.notion.site/Pay-Stability-f504d63b19ab4ce5baba00b89d09af07

We don't need to go in as much detail as we did with Pay Stability. But at minimum, I would like to have the Purpose of the study, Goals/Key Outcomes, and Status. Everything else is just a nice to have for now.

Thanks!",,🏫daoversity-iniative,"01/24/2022, 17:39:27"
k3nn.eth,"Hello <#918000230983696385> , I'm working to get our Research Study Notion pages finalized and **I NEED YOUR HELP!**

Currently we have nothing on decentralized leadership in the Notion page: https://talentdao.notion.site/Decentralized-Leadership-94eddc73f9da4a50b1f20469ea56b1df

Right now the page access allows comments and edits. Feel free to make comments on anything you think should be changed or make edits directly. I will keep this on for the remainder of the week.

Let's get these research study overviews finalized so people can get a good sense of the things we are currently working on!

For a starting reference on what these pages should look like, please refer to the Pay Stability Study Page: https://talentdao.notion.site/Pay-Stability-f504d63b19ab4ce5baba00b89d09af07

We don't need to go in as much detail as we did with Pay Stability. But at minimum, I would like to have the Purpose of the study, Goals/Key Outcomes, and Status. Everything else is just a nice to have for now.

Thanks!",,🍀decentralized-leadership,"01/24/2022, 17:44:59"
k3nn.eth,Can't wait,,❤network-health,"01/24/2022, 17:47:20"
k3nn.eth,Gm !,,🌞gm,"01/24/2022, 18:09:15"
k3nn.eth,"Such a good post. A couple after thoughts (sorry I didn’t think of these before but fuel for a future post). Would love to see more in-depth analysis of the tradeoffs between each of the indexes/coefficients [i.e., which one should I use for my DAO and why?]. A quick walkthrough [SQL tutorial essentially] of how you put this together in dune would be a great addition to show others how easy it is to do this themselves",,📑all-things-dao,"01/24/2022, 23:18:46"
k3nn.eth,Oooh this is really cool,,💻town-hall-discussion,"01/25/2022, 00:06:30"
k3nn.eth,Shows upcoming events right on top@of all the channels,,💻town-hall-discussion,"01/25/2022, 00:06:41"
k3nn.eth,"I’m reading through DiamondDAOs community docs. Very insightful. Their structure is interesting and their platform chainverse seems like something we can potentially provide provide research for. 

https://docs.diamonddao.xyz/chainverse/overview",,❤network-health,"01/25/2022, 05:50:30"
k3nn.eth,Fantastic article on the a16z newsletter today on DAOs as the future of work. Echos much of what we are all thinking. Thought the bit about learn-to-earn was particularly interesting and possibly something we could leverage with learning modules we create down the line: https://future.a16z.com/the-future-of-work-daos-crypto-networks/,,📑all-things-dao,"01/25/2022, 18:03:39"
k3nn.eth,Gm!,,🌞gm,"01/25/2022, 18:04:06"
k3nn.eth,"Thanks for the transparency Blockpusher_J#3137 ! We will keep things moving and there will be plenty here to do once your ready to pick things back up again 😉. This is the beauty of DAOs. Take care of your personal needs first, the work will still be here!",Blockpusher_J,talentdao,"01/25/2022, 18:08:16"
k3nn.eth,This was really informative. What’s the cost to setting up a personal LLC? And what is the difference (if any) by setting it up as a member of talentDAO LLC?,saulthorin,talentdao,"01/25/2022, 19:55:22"
k3nn.eth,"Wow that sounds great actually, but not sure if I’ll meet the 40k requirement this year [assuming that refers to being paid in crypto for web3 work]. But then again, who knows what we might pull off in a year lol",saulthorin,talentdao,"01/25/2022, 20:28:31"
k3nn.eth,So you need to funnel 40k of your earnings through Opolis to qualify? Not sure if that’s possible with a regular 9-5,saulthorin,talentdao,"01/25/2022, 21:07:53"
k3nn.eth,"I guess this is something I need to learn as it’s not something I’ve been previously exposed to. When do you think we’ll need to have these set up? And depending on how things go, it does seem like the downside you mentioned is the likely scenario and I’d want to understand my tax liability better so I can be sure to put money aside for it. Are there resources you can point me to so I can better understand these things?",,talentdao,"01/25/2022, 21:16:48"
k3nn.eth,What do you know about this saulthorin#7696 ? https://twitter.com/albiverse/status/1485980874764075009?s=21,saulthorin,❤network-health,"01/25/2022, 21:22:23"
k3nn.eth,Community psychometrics is something I’m interested in exploring. Currently using unsupervised methods but I’m sure there are psychometric experts in our network that can help design & test the validity of DAO surveys,,❤network-health,"01/25/2022, 21:23:33"
k3nn.eth,I have not made any changes myself since I last messages on it. <@!713430239690096671> do u want to set some time to sync on this?,"saulthorin, Nemo-phd",📩comp-structure-perceptions-study,"01/25/2022, 21:24:55"
k3nn.eth,Yeah ok that’s what I figured. Guess it’s something I’ll have to figure out. Full transparency I plan to remain part-time for the foreseeable future. Too much upside in my current role to leave anytime soon. My current plan is to reevaluate things in 4yrs after I’m significantly vested. But second that talentDAO will be where I focus. Ideally when we start generating revenue I can leave my adjunct position as well bc this pays more so even more time for me to focus on this.,saulthorin,talentdao,"01/25/2022, 21:33:38"
k3nn.eth,"One idea: self-incentivized learn-to-earn. Pay a service $x/mo to gain access to learning modules. Earn your subscription cost back by completing learning modules and passing assessments. Learning becomes free for those who actually learn, and costs are incurred to those that do not",,📑all-things-dao,"01/25/2022, 21:55:11"
k3nn.eth,Could set this up in various was as well. E.g. earn tokens to use to pay for ur subscription and essentially grant free subscriptions if they complete enough modules/assessments,,📑all-things-dao,"01/25/2022, 21:55:52"
k3nn.eth,And this could be designed to still be profitable where the average number of models completed is below the number of modules necessary to get your next month free,,📑all-things-dao,"01/25/2022, 21:56:33"
k3nn.eth,Holy shit did I just invent web3 udemy,,📑all-things-dao,"01/25/2022, 21:57:43"
k3nn.eth,😂,,📑all-things-dao,"01/25/2022, 21:58:32"
k3nn.eth,Oh awesome to know we have so many of you guys in-house! A proprietary survey could be an interesting idea for us. I doubt anyone has done CFA on DAO surveys they’ve conducted and doubt many at all know how. Would be a great product to have under our belt and we could leverage results for DAO yearly reports,,❤network-health,"01/26/2022, 00:40:58"
k3nn.eth,I’ll should be able to make this. You should have Edit access through the talentDAO gmail,Nemo-phd,📩comp-structure-perceptions-study,"01/26/2022, 00:42:58"
k3nn.eth,Makes sense. Is there a timeline for when we should have this set up?,saulthorin,talentdao,"01/26/2022, 00:48:23"
k3nn.eth,Thanks!,,talentdao,"01/26/2022, 00:49:39"
k3nn.eth,🤯🤯🤯 this is a great idea,saulthorin,❤network-health,"01/26/2022, 00:55:02"
k3nn.eth,I can take on drafting a first pass at a proposal for this,,❤network-health,"01/26/2022, 00:59:14"
k3nn.eth,How do we make this an event like sherifoz#7023 did before?,"sherifoz, Nemo-phd",📩comp-structure-perceptions-study,"01/26/2022, 00:59:56"
k3nn.eth,Nothing seems to happen when I click this link,Nemo-phd,📩comp-structure-perceptions-study,"01/26/2022, 02:18:56"
k3nn.eth,Yeah that’s for the premium features but we don’t use any of those,sherifoz,🖥website,"01/26/2022, 03:35:26"
k3nn.eth,I don’t but they’re like $0.58 we could buy some and throw them into the treasury.,,📈grants-squad,"01/26/2022, 16:07:34"
k3nn.eth,I have not yet. Plan on drafting something up this weekend,Blockpusher_J,📈grants-squad,"01/26/2022, 17:07:32"
k3nn.eth,POI: saulthorin#7696 frogmonkey stepping down at Bankless and wants to find new projects to advise on — https://twitter.com/frogmonkee/status/1486037508727181312?s=21,saulthorin,talentdao,"01/26/2022, 17:09:07"
k3nn.eth,Gm,,🌞gm,"01/26/2022, 19:09:55"
k3nn.eth,https://twitter.com/ariannasimpson/status/1486366855023534085?s=21,,💡ideation,"01/26/2022, 19:10:28"
k3nn.eth,👀,,💡ideation,"01/26/2022, 19:10:41"
k3nn.eth,We now have a proposal submission form that integrates with notion! https://forms.gle/4gx2YMcyUaAfPp898,,talentdao,"01/27/2022, 04:03:47"
k3nn.eth,I had to use a google forms add on for this. Notion forms only lets you add 2 columns for free. Everything else is a premium feature,,talentdao,"01/27/2022, 04:04:21"
k3nn.eth,But its really easy to do so if we ever need more forms I can walk you through it.,,talentdao,"01/27/2022, 04:04:43"
k3nn.eth,"Let me know your thoughts on sharing this with the community. I don't know if anyone has any proposals right now, but I think its good for us to have this feature so when really good ideas do come up, we can have them submitted and logged in a database.",,talentdao,"01/27/2022, 04:05:28"
k3nn.eth,We can probably do this for projects as well <@!543858285808320512> <@!539221068146278425>,"sherifoz, ItamarGo",talentdao,"01/27/2022, 04:06:40"
k3nn.eth,This sounds great! Count me in on participating,sherifoz,📜culture,"01/27/2022, 04:07:25"
k3nn.eth,Hell yeah!,lisawocken,📑all-things-dao,"01/27/2022, 06:30:32"
k3nn.eth,Gm,,🌞gm,"01/27/2022, 14:58:22"
k3nn.eth,Thank you for doing this!,dsine,development-team,"01/27/2022, 14:59:27"
k3nn.eth,"Sure thing. Thanks for the help, team!",,🍀decentralized-leadership,"01/27/2022, 15:29:58"
k3nn.eth,I'm aligned!,Nemo-phd,📜culture,"01/27/2022, 16:50:24"
k3nn.eth,Have some updates to give but maybe a convo for the town hall discussion channel,Nemo-phd,📜culture,"01/27/2022, 16:51:08"
k3nn.eth,So are we doing town hall and happy hour together at 1pm PST / 4PM EST? Do we also have a development call? If so what time? Would be great if we can get all these added to the events tab so it’s easier to keep track. Trying to sift through the discord to figure out when things are happening is tough,,💻town-hall-discussion,"01/27/2022, 18:16:28"
k3nn.eth,I hear you it’s gotta be stressful over there. Makes me wonder about the collaborative overload affects of a core team managing a multi thousand person community,,talentdao,"01/27/2022, 18:19:17"
k3nn.eth,Do we have a development call tomorrow?,,talentdao,"01/27/2022, 18:39:49"
k3nn.eth,This was brought up before but the features were very limited compared to notion. That said it does seem to be getting updates fast. I think they just added a project management feature,ItamarGo,🕸infrastructure,"01/27/2022, 22:11:56"
k3nn.eth,"Yes so the questions are: 

Is IRB approval required to publish in a journal? 

If so, is it required to get it before you start surveying? 

Even if you followed their guidelines?",,🔬open-science,"01/27/2022, 22:12:57"
k3nn.eth,Yea this is something we discussed as well. The pay stability research may be done before we finish the JODW development and design the community peer review protocol. It also might be beneficial for us to publish in a regular journal and go through a normal peer review process to begin forming a good reputation in the scientific community before we start publishing independently,saulthorin,🔬open-science,"01/27/2022, 22:34:25"
k3nn.eth,"We can always feature the study in the JODW but if we go this route we’ll have to consider the costs of that journal allowing the work to be open access. From what I understand, some journals will charge the researcher thousands of dollars for that",,🔬open-science,"01/27/2022, 22:35:34"
k3nn.eth,100% the million gwei question lol. Would love to hear more from the community on their thoughts on this. Would be great to hear multiple perspectives,,🔬open-science,"01/27/2022, 23:10:14"
k3nn.eth,"You can assign any question in the form to any column you’ve created in the database. It also supports the different data types (text, URL, tags, etc.)",sherifoz,talentdao,"01/28/2022, 03:48:05"
k3nn.eth,Should we publish from talentdao.eth then?,,🎯general,"01/28/2022, 05:51:08"
k3nn.eth,Loooovvee how this was written,ItamarGo,📑all-things-dao,"01/28/2022, 06:10:52"
k3nn.eth,"Open source DAO tools by the commons. token engineering, fundraising, allocation,  governance protocols. https://commonsstack.org/",,🕸infrastructure,"01/28/2022, 06:51:03"
k3nn.eth,https://link.medium.com/Ia9Z1zOabnb,,📑all-things-dao,"01/28/2022, 06:53:59"
k3nn.eth,Super interesting https://link.medium.com/7ppsehabbnb,,📑all-things-dao,"01/28/2022, 06:58:22"
k3nn.eth,Well whatever you decide you have support. Twitter is fine with me since it has my .eth address: @k3nnethfrancis,,🎯general,"01/28/2022, 15:59:25"
k3nn.eth,"A few things here:
1. I will be talking about the proposal submission process today at the town hall
2. We are in talks of a DAO health survey validation study that you may be interested in 
3. What are you trying to accomplish with the above exactly?",mushambo,🎯general,"01/28/2022, 16:52:13"
k3nn.eth,Cool. Lots of psychometric experts here so should be exciting! If your interest is in content marketing let’s also discuss twitter strategy. It’s something we haven’t been putting any effort into but now with our manifesto launching it’s a great time to start. I think this also relates to the newsletter ItamarGo#1996 where I think for every post we should make an effort to extract some tweet material from them to help grow our audience there,"ItamarGo, mushambo",🎯general,"01/28/2022, 18:13:51"
k3nn.eth,Hell yeah! I was hoping for an outcome like this…. Probably nothing 😉,saulthorin,talentdao,"01/28/2022, 18:15:41"
k3nn.eth,gm,,🌞gm,"01/28/2022, 20:23:21"
k3nn.eth,Not participating but saw this and had similar thoughts. I see it as kind of like a community benefit where you join the community so you get access to our investing DAO so we can all make money together,lisawocken,📑all-things-dao,"01/28/2022, 22:45:52"
k3nn.eth,"going to post an announcement on proposal submissions and how to add to the resource database. Anyone disagree? I was originally going to post it in infrastructure and tag everyone, but I feel like announcements would be an easier place to find it",,talentdao,"01/28/2022, 22:54:49"
k3nn.eth,or maybe we should make a new channel in welcome for all of our links,,talentdao,"01/28/2022, 22:55:00"
k3nn.eth,think I will actually do the latter but lmk if anyone disagrees,,talentdao,"01/28/2022, 22:55:50"
k3nn.eth,"also thinking with all the conversations happening around newsletter, content, twitter, social, etc. maybe we should add a new role like 'social' or 'content' or 'marketing'",,talentdao,"01/28/2022, 22:57:35"
k3nn.eth,"**talentDAO**
website: https://www.talentdao.io/
notion: https://talentdao.notion.site/talentDAO-52d9b15a3b56483ab53d899048ede1eb
manifesto: https://mirror.xyz/0x44571D865D879bA75d8eaBb4a08c01Cc3Fc36D3F/0N5qpv-lUFHpcddgTF9N0rKu0DSZ27kJq7MFC_u1RiQ
etherscan: https://etherscan.io/address/0x0406bf2dae6a42d567b4e3dba6ada99069622ff1
polygonscan: https://polygonscan.com/address/0x6554F75a4a4416d3fd143eb706d0a5C004E340D9

**Social:**
twitter: https://twitter.com/talentDAO_
linkedin: https://www.linkedin.com/company/talentdao/

**Infrastructure**
resource DB: https://docs.google.com/spreadsheets/d/1jev6GuLgfECvyFKkOecXvMVt9z6Lr8EEc5ObPt_pg2I/edit?usp=sharing
github: https://github.com/talentDAO
project board: https://talentdao.notion.site/Projects-a510044b5e8c4b74b9fbf5f36da704f2
task board: https://talentdao.notion.site/3aa46b59579c4d2dbf76d8bb57297378?v=4079d7d3654a46f0812725f472a0f616

**Governance**
Proposal submission: https://forms.gle/ocS2a3J2QPCzsKYm8",,🔗official-links,"01/28/2022, 22:59:38"
k3nn.eth,Just added. I'll keep the announcement in infrastructure now as to not clutter announcements,,talentdao,"01/28/2022, 23:04:44"
k3nn.eth,I made the official links channel but somehow lost the ability to edit it lol,,talentdao,"01/28/2022, 23:08:11"
k3nn.eth,wanted to add the 🔗 emoji but guess its not a huge deal lol,,talentdao,"01/28/2022, 23:08:24"
k3nn.eth,I don't even have permission to send messages to the channel... even though I already sent one,,talentdao,"01/28/2022, 23:08:58"
k3nn.eth,oh discord lol,,talentdao,"01/28/2022, 23:09:06"
k3nn.eth,"Hello @here For those of you that attended the community town hall, you may have heard me mention a couple of new infrastructure workflows. We now have a an official proposal submission process and a resource database that are both integrated with notion. Links to both of these can be found in <#936757058605297694> 

On **proposal submissions** - these can be literally anything from ideas and projects to full on research studies. We will review them as a community and decide on which ones to pursue.

On the **resource database** - this is a place for us to start getting all of the great resources being shared in this discord into one place that can be searched using different categories. This is still a work in progress so if you have any ideas on how to do this better please let me know. The purpose is for us to be able to leverage these resources to help idea generation for content, support literature reviews for research, and have a large selection of materials for the newsletter of decentralized work. At some point soon I plan on building out a little discord bot to scrape pinned messages [if you have experience with this and want to help DM!] in the resources and tools channels so I would ask that if there is anything that gets a lot of attention/responses/emojis from the community, we pin it so it can be found later.

If there are any questions on these things, please let me know!",,🕸infrastructure,"01/28/2022, 23:15:37"
k3nn.eth,https://twitter.com/cburniske/status/1487137063027687425?s=20&t=7zyhZkcAAi8UIdC555Q5FQ,,📑all-things-dao,"01/28/2022, 23:27:01"
k3nn.eth,Love this because [from an IO psych standpoint] we are increasingly seeing belonging be a core driver of engagement. DAOs optimize for this in ways companies do not.,,📑all-things-dao,"01/28/2022, 23:27:51"
k3nn.eth,sweet thanks it worked,,talentdao,"01/28/2022, 23:48:53"
k3nn.eth,.wtf lol,,development-team,"01/29/2022, 00:16:13"
k3nn.eth,He’s doing a twitter space on Monday to talk DAOs and organizational theory! Gonna try to join,ItamarGo,📑all-things-dao,"01/29/2022, 02:46:07"
k3nn.eth,https://twitter.com/richdecibels/status/1487097469125238789?s=21,ItamarGo,📑all-things-dao,"01/29/2022, 03:26:18"
k3nn.eth,"Right? I mean a web3 e-commerce marketplace to sell anything is cool, but is that all it takes lol?",0xMarcus,🎨general,"01/29/2022, 17:02:47"
k3nn.eth,This seems like a good one Blockpusher_J#3137,"Mr.Nobody, Blockpusher_J",📈grants-squad,"01/29/2022, 17:21:01"
k3nn.eth,"0xMarcus#0588 Miche is right on the money here. These are all things we’ve discussed but as of now we’ve been mostly focused on research. 

ZackToof#5821 is also someone who can weigh in as he’s done some of the biz dev leg work already. 

Probably our biggest value prop atm is our ability to do empirically driven organizational science research and analytics. Our IO psychologists and their skills in understanding the science of organizations are really our only current product until the JDW is finished. We have other plans too (like curriculum development) but any sales right now would probably be for research or analytical services we provide to other DAOs and web3 organizations","0xMarcus, ZackToof",biz-dev,"01/29/2022, 17:38:17"
k3nn.eth,saulthorin#7696 can also speak more to this,saulthorin,biz-dev,"01/29/2022, 17:38:36"
k3nn.eth,I realize also this channel is part of the jdw guild so we might need a separate one to discuss other initiatives,,biz-dev,"01/29/2022, 17:41:20"
k3nn.eth,"Less a channel, more a way to raise funds so we can build. It will also help us launch or native token, which could be that other channel for us",0xMarcus,🖥website,"01/29/2022, 17:47:06"
k3nn.eth,Your 100% right. That’s part of why it won’t be our only product. Just is as of right now. But to that point we are seeing a lot of interest in doing research on DAOs because it’s such a new area that people are desperate to learn about best practices on.,0xMarcus,biz-dev,"01/29/2022, 18:11:29"
k3nn.eth,"Community analytics is another service we can provide, but right now we don’t have an outline or anything of how that might look. We’re more focused on the research first to gather empirical evidence on how to best approach look at DAOs analytically",,biz-dev,"01/29/2022, 18:13:53"
